"Important: Please do not insert comments on this sheet. All content is regularly copied from the first sheet, ""1) Phrases for refugees""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G045,SPEAK_X_Q,Do you speak...,Sprechen Sie…?,هل تتکلم اللغە ال...؟,hal tatakallam al-lugha.   / Aya Lugha Tehki,A flisni…?,,,,আপনি কি .... বলতে পারেন?,apni ki .... bolte paren?,Govorite li…?,Govorite li... / говорите ли...,,Parles...?,,Mluvíte...?,Taler du..?,... گپ می زنی؟,... gap mezani?,Spreekt u ...?,...صحبت می کنین؟,...sohbat mikonin?,Nakakapagsalita ka ba ng...?/Marunong ka bang mag...?,Puhutteko...?,Parlez-vous...?,Μιλάτε...;,Miláte…?,Beszél ön...,Talar þú... ?,Parli… (es. italiano)?,....말할줄 아세요?,,Gelo tu ….diaxivî?,تو  به ..... قسه ده که ی ؟,Ar Jūs kalbate...,Зборувате ли...? (Zboruvate li...?),,Snakker du..?,... ژبه درځي؟         ,zheba dar-zi...?,Czy mówisz po...?,Fala…?,Vorbiți...?,Вы говорите…?,,Hovoríte...?,Govorite...?,Af ___ ma ku hadli kartaa?,¿Habla…?,,Pratar du…?,நீங்கள் ஆங்கிலம் பேசுவீர்களா?,Nīṅkaḷ āṅkilam pēcuvīrkaḷā?,...ትዛረብ ዶ፧,… tizareb-do?,.... biliyor musun?,کیا آپ ۔۔۔ بولتے/بولتی ہیں؟,Kya aap ..... boltey/bolti hein?,
G046,SPEAK_LITTLE_X,I don't speak (English) very well.,Ich spreche nicht so gut (Deutsch).,لغتي الامانیة ضعیفە,Almaniyati da'ífa   /   Ma Behki Allmani,Nuk flas gjermanisht/anglisht (shumë mirë),,,,আমি খুব একটা ভালো (জার্মান) বলতে পারিনা  ,ami khub ekta bhalo (German) bolte parina,Ne govorim (dobro) hrvatski / srpski / bosanski.,Ne govoria вalgarski / не говоря български,,Jo no parlo (anglès) gaire bé,,Neumím (dobře) německy,Jeg taler ikke så godt (Tysk),آلمانی من خوب نیست,almaaniyam khub nist,Ik spreek niet zo goed (Nederlands).,آلمانیم (خیلی) خوب نیست,almaanim (kheili)khub nist,Hindi ako nakakapagsalita ng Filipino (Tagalog),En puhu suomea (hyvin).,Je ne parle pas très bien (le français),Δεν μιλάω τόσο καλά _____ (ελληνικά),Den miláo tóso kalá ______ (elliniká).,Nem tudok (jól) magyarul,,Non parlo bene l'italiano ,저는 영어를 잘 못해요.,,Ez Elmanî (baş) nizanim., من زمانی  ئنگلیزی به باشی نازانم قسه ی پیبکه م,Aš prastai kalbu (lietuviškai),Не разбирам македонски (Ne razbiram makedonski),,Jeg snakker ikke så bra tysk,ما ته الماني ژبه (ښه) نه راځي   , ma-ta Alemani zheba (kha) na razi,Nie mówię zbyt dobrze po polsku.,Não falo português (muito bem),Nu vorbesc românește foarte bine.,Я не (очень хорошо) говорю по немецки,,Neviem (dobre) po nemecky,Ne govorim slovensko.,Kuma Hadlo Ingariis ,No hablo (muy bien) español,,Jag pratar inte (så bra) tysk,நீங்கள் எனக்கு அந்த கீழே எழுத முடியும்?,Nīṅkaḷ eṉakku anta kīḻē eḻuta muṭiyum?,ጵቡቅ (ኢንግሊዝኛ) አይዛረብን እየ,Tsibuk (Englizigna) ayzarebin eye,"Türkçe bilmiyorum
---
Az Türkçe biliyorum","میری جرمن/انگریزی بہت اچھی نہیں ہے۔
",Meri German/Angrezi bohat achi nahi hai.,
G047,WRITE_DOWN_X_REQUEST,Can you write that down for me?,Können Sie das für mich aufschreiben ?,هل يمكنك كتابة ذلك؟,Hal yomkenak ketabat zalek?  Fik Tiktba ,A mund ta shkruani për mua?,,,,আপনি কি আমাকে একটু লিখে দিতে পারবেন?,apni ki amake ektu likhe dite parben?,Možete li mi to napisati? / Моžete li to da mi napišete?,Mozhete li da napishete tova? /можете ли да напишете това,,Pots escriure-m'ho?,,Nemohli byste mi to napsat?,Kan du skrive det ned?,برایم او را نوشته کرده میتوانی؟,baraayem oo ra newishta karda metaani?,Kunt u dat voor me opschrijven?,می شه اینو برام بنویسین؟,misheh ino baraam benevisin?,P(u)wede mo bang isulat?,Voisitteko kirjoittaa sen?,Pouvez-vous écrire cela pour moi?,Μπορείτε να το γράψετε;,Boríte na to grápsete?,Le tudja nekem írni?,,Puoi scrivermelo?,적어주실수 있으세요?,,Gelo tu dikarî vê binivîsi?,ده توانی ئه وه م بو بنوسي؟,Ar galite tai užrašyti?,Може да ми го напишете тоа? (Mozhe da mi go napishete toa?),,Kan du skrive det ned?,ما ته دا وليکئ ؟        , ma-ta da u-likey?,Czy możesz to zapisać dla mnie?,Pode escrever?,Puteți să scrieți asta pe o hârtie?,Не могли бы Вы это написать?,,Nemohli by ste mi to napísať?, Mi lahko to napišete?,Halkaas Ma ii qori Kartaa?,¿Puede escribirlo? ,,Kan du skriva ner det?,எனக்கு புரியவில்லை,Eṉakku puriyavillai,ክትሕፈለይዶ ምከአልካ፧,Kit'Tsihfeley do Mikealka?,Bana bunu yazar mısın?," یہ  آپ لکھ سکتے ہیں ?
",Kaya ap meray yeh likh saktay hain?,
G048,NO_UNDERSTAND,I don’t understand,Ich verstehe das nicht.,لم أفهم," la afham, ma bi-fahmish   / Ma fhimt ",Nuk kuptoj,,,,আমি বুঝতে পারছি না,ami bujhte parchhi na,Ne razumijem / Ne razumem.,Ne razbiram / не разбирам,,No comprenc - No ho entenc,,Nerozumím,Jeg forstår ikke.,نمی فهمم,namifahmam,Ik begrijp het niet,نمی فهمم,nemifahmam,Hindi ko maintindihan,En ymmärrä.,je ne comprends pas,Δεν το καταλαβαίνω.,Den to katalavéno,Nem értem,Ég skil ekki,Non ho capito,이해못합니다.,,Ez vê fêm nakim,تێناگه م,Aš nesuprantu,Не разбирам (Ne razbiram),,Jeg forstår ikke.,زه نه پوهېږم      ,za na puyegam,Nie rozumiem.,Não entendo/compreendo,Nu înțeleg.,Я не понимаю,,Nerozumiem,Ne razumem,Maan fahmo.,No entiendo / No comprendo,,Jag förstår inte.,உதவும் ! / தயவு செய்து உதவுங்கள்!,Utavum! / Tayavu ceytu utavuṅkaḷ!,ኣይተረድኣንን።,Ayterede´Anin,Anlamıyorum.,"مجھے سمجھ  نہیں آیا
",Mujhey samajh nahin aaya.,
G049,HELP_REQUEST,Help! / Please help me!,Hilfe! ,النجدە! ساعدنی من فضلك,an-najda! sá'idni law samahta,"Ndihmë!/ Ju lutem, më ndihmoni!",,,,বাঁচাও! দয়া করে আমাকে একটু সাহায্য করুন  ,ba(n)chao! amake doya kore ektu shahajjo korun,"Upomoć! Molim vas, pomozite mi.",Imam nuzhda ot pomosht! / имам нужда от помощ,,Ajuda!,,"Pomožte mi, prosím",Hjælp!/ vil du venligst hjælpe mig!, کمک !,Komak!,Help! / Help me alstublieft!,کمک,komak!,Tulong / Saklolo,"Apua!
Auttakaa minua!",à l'aide ! / Aidez-moi s'il vous plaît.,"Βοήθεια! / Παρακαλώ, βοηθήστε με!",Voíthia! / Parakaló voithíste me,Segítség,,Aiuto! / Aiutatemi per favore,도와주세요.,,Hewara!/Ji kerema xwe alîkarîya min bike,یارمه تی.. تکایه یارمه تیم بده ن,Padėkit! / Prašau padėkite man!,"Помош! Помогнете ми, ве молам (Pomosh! Pomognete mi, ve molam)",,Hjelp!/ Vær så snill å hjelp meg!,مرسته,Merasta,Pomocy!,Ajuda! / Ajude-me por favor!,Ajutor!,"Помогите!/ помогите мне, пожалуйста!",,"Pomôžte mi, prosím","Na pomoč! Pomagajte mi, prosim!",caawimaad!,"¡Ayuda! / ¡Ayúdeme, por favor!",,Hjälp! / Snälla hjälp mig!,எனக்கு தெரியாது,Eṉakku teriyātu,ርደኡኒ፨,Reduni!,İmdat/ Lütfen bana yardım edin,"بچاو! /میری مدد کیجیئے
",Bachao! / Meri madad kijiye,
G050,IGNORANCE,I don’t know,Ich weiß nicht,لا اعرف,ma bi-arifsh   / Ma Ba´rif,Nuk e di,,,,আমি জানি না,ami jani na,Ne znam.,ne znam / не знам,,No ho sé,,Nevím,Jeg ved det ikke,نمی دانم,namedaanam,Ik weet het niet.,نمی دونم,nemidoonam,Hindi ko alam,En tiedä.,je ne sais pas.,Δεν ξέρω,Den kséro,Nem tudom,Ég veit ekki,Non lo so,잘 몰라요,,Ez nizanim.,من نازانم,Aš nežinau,Не знам (Ne znam),,Jeg vet ikke,نه پوهېږم    ,na puyegam,Nie wiem.,Não sei,Nu știu,Я не знаю,,Neviem,Ne vem,Ma ogi  Ama Ma aanan Garan ,No sé,,Jag vet inte,என்ன நடந்தது?,Eṉṉa naṭantatu?,ኣይፈልጥን,Ayfelten,Bilmiyorum,مجھے نہیں معلوم,Mujhay nahi malum,
G051,EVENT_Q,What happened?,Was ist passiert?,ماذا حدث؟,Matha alathi hassal? / Matha hassall?      / schou sarr  / sho sar,Çfarë ka ndodhur,,,,কী হয়েছে  ,ki hoyechhe,Što (Šta) se dogodilo?,Kakvo se e sluchilo_ / какво се е случило?,,Què ha passat?,,Co se stalo?,Hvad er der sket?,چی شد؟,Chi shod?,Wat is er gebeurd?,چی شده؟,chi shodeh?,Ano ang nangyari?,Mitä on tapahtunut?,Que s'est-il passé?,Τι συνέβη;,Ti sinévi?,Mi történt?,,Cos’è successo?,,,Çi bû?,چی رویدا؟,Kas nutiko?,Што се случило? (Shto se sluchilo?),,Hva har skjedd?,څه شو؟     ,tsa sho?,Co się stało?,O que aconteceu?,Ce s-a întâmplat?,Что случилось?,,Čo sa stalo?,Kaj se je zgodilo?,Maxaa Dhacay ,¿Qué pasó?,,Vad har hänt?,நான் குளிர் இருக்கிறேன் / முடக்கம்,Nāṉ kuḷir irukkiṟēṉ/ muṭakkam,እንታይ ተረኽበ፧,Entay Terekhbe?,Ne oldu?,"کیا ہوا؟
","kya huwa?
",
G052,SUFFER_FREEZING,I am cold/ freezing,Mir ist kalt.,أنا بردان/ة,Ana bardan,Kam ftohtë/ngriva,,,,আমার শীত লাগছে/করছে ,amar sheet lagchhe,Hladno mi je.,studeno mi e / студено ми е,,Tinc fred,,Je mi zima,Jeg fryser,خنک می خرم.,khonuk mekhurum,Heb het koud / Ik bevries ,سردمه,sardameh,Nalalamigan ako,"Minulla on kylmä. /
Minä palelen.
",J'ai froid. / Je suis gelé(e).,Κρυώνω / Έχω ξεπαγιάσει,Krióno / Ého ksepagiási,Fázom,,Ho freddo,매우 춥습니다,,Min sar e.,من سه رمامه/ره ق بوومه وه,Man šalta,Ладно ми е (Ladno mi e),,Jeg fryser,زما یخ/ساړه کیږي    ,zma yakh / saarra kegi,"Jest mi zimno,",Tenho frio,Îmi este frig.,Мне холодно,,Je mi zima,Zebe me. / Zmrzujem.,Qaboow /Baraf ,Tengo frío,,Jag fryser,நான் சந்தோஷமாக இருக்கிறேன்.,nāṉ cantōṣamāka irukkiṟēṉ.,ብጣዕሚ ቖሪሩኒ,Bi'Taemi Koriruni,(çok) Üşüyorum,"مجھے بہت سردی لگ رہی ہے۔ 
","Mujhey bohat sardi lag rahi hai 
",
G053,EXPERIENCE_HAPPINESS,I’m happy.,Ich freue mich,أنا سعید / ة,Ana sa'íd     / Mabssout,Gëzohem/Më vjen mirë/jam i lumtur,,,,আমার খুশী লাগছে / আমি খুশী ,amar khushi lagchhe / ami khushi,"Sretan sam. (m) / Sretna sam. (f)
",radvam se / радвам се,,Estic content )contenta),,"Jsem šťastný / Jsem spokojený""",Jeg er glad/ lykkelig,خوش شدم/ خوش هستم,khosh shodom/ khosh astom,Ik ben blij/gelukkig.,خوشحالم,khoshhalam,Masaya ako,Olen iloinen. / Olen onnellinen.,Je suis content(e),Χαίρομαι / είμαι ευτυχισμένος,Hérome / íme eftihisménos [m],Elégedett/ boldog vagyok,,Sono contento/a,행복합니다,,Ez keyfxweş im.,من دڵ خۆشم ,Aš laimingas,Среќен сум (Srekjen sum (m)) / Среќна сум (Srekjna sum (f)),,Jeg er glad / jeg er lykkelig,زه خوشحاله يم   ,za khushhala yam,Jestem szczęśliwy.,Estou feliz,Mă bucur,Я рад / рада,,Som štastný,Vesel sem.,Farxad ,"Estoy feliz /
contento (a)",,Jag är glad/ jag är lycklig,நான் பயந்துவிட்டேன்.,Nāṉ payantuviṭṭēṉ.,ተሓጚሰ አለኹ,TehaGuse Alekhu,mutluyum,میں خوش ہوں۔,"Me khush hoo.
",
G054,SUFFER_FEAR,I’m scared.,Ich habe Angst,أنا خائف/ ة,Ana bi-khaf,Kam frikë,,,,আমার ভয় করছে,amar bhoy korchhe,Bojim se (Strah me je.),strah me e / страх ме е,,Tinc por,,"Bojím se / Mám strach""",Jeg er bange,می ترسم,metarsam,Ik ben bang.,می ترسم,mitarsam,Natatakot ako/Takot ako,Olen peloissani.,j'ai peur,Φοβάμαι,Fováme,Félek,,Ho paura,무섭습니다,,Ez ditirsim.,من ترساوم,Man baisu,Страв ми е (Strav mi e),,Jeg er redd,"يېرېږم    
",yeregam,Jestem przerażony.,Estou assustado,Îmi este frică.,Мне страшно,,Bojím sa,Bojim se.,Cabsi,Tengo miedo,,Jag är rädd,நான் சோகமாக இருக்கிறேன்.,Nāṉ cōkamāka irukkiṟēṉ.,ፈሪሔ አለኹ,Ferihe Alekhu,korkuyorum,"مجھے ڈر لگ رہا ہے۔
","Mujhey dar lag raha hai
",
G055,SUFFER_SADNESS,I’m sad.,Ich bin traurig.,أنا حزین,Ana hazín,Jam i mërzitur/pikëlluar,,,,আমার মন খারাপ,amar mon kharap,Tužna sam. (f) / Tužan sam. (m),tazhna sam / тъжен съм,,Estic trist (trista),,Jsem smutný,Jeg er ked af det,غمگین هستم.,ghamgin astom,Ik ben verdrietig.,ناراحتم,naaraahatam,Malungkot ako,Olen surullinen.,je suis triste,"Είμαι λυπημένος (m)
Είμαι λυπημένη (f)","Íme lipiménos (m)
Íme lipiméni (f)",Szomorú vagyok,,Sono triste,슬픕니다,,Ez xemgîn im.,من دڵ ته نگم,Man liūdna,Тажен сум (Tazhen sum (m)) / Тажна сум (Tazhna sum (f)),,Jeg er trist,زه خپه یم    ,za khapa yam,Jestem smutny.,Estou triste.,Sunt trist,Мне грустно,,Je mi smutno,Žalosten sem.,Xuman ,Estoy triste,,Jag är ledsen,நான் உன்னை விரும்புகிறேன்.,Nāṉ uṉṉai virumpukiṟēṉ.,ሓዚነ አለኹ,Hazine Alekhu,üzgünüm,میں  اداس ہوں,"Main udaas hoon.
",
G056,EXPERIENCE_LIKING_ADDRESSEE,I like you.,Ich mag dich.,أكن لك الود,Ana bai'zak,Ti më pëlqen,,,,আমার তোমাকে পছন্দ,amar tomake pochhondo,Drag(a) si mi.,harsvam vi / харесвам Ви,,M'agrades,,Mám tě rád,Jeg kan lide dig,شما را خوش دارم.,shoma ra khosh darom.,Ik vind je aardig. / Ik vind je lief.,دوسِت دارم,dooset daram,Gusto kita,Pidän sinusta.,Tu es gentil(le) / Je t'aime bien,Μου αρέσεις,Mu arésis,Kedvellek,,Mi piaci,당신을 좋아합니다,,Kêfa min ji te re tê.,که یفم پیتدیت / توم به دله/حەزم ليێتە,Tu man patinki / Jūs man patinkate [pl],Ми се допаѓаш (Mi se dopagjash),,Jeg liker deg,ته زما خوښ يې    ,ta zma khwakh ye,Lubię cię.,Gosto de si/ti.,Îmi place de tine.,Ты мне нравишься,,Mám ťa rád,Všeč si mi.,Ka Helid,Me cae bien / Me agradas,,Jag gillar dig,கவலைப்பட வேண்டாம்,Kavalaippaṭa vēṇṭām,እፈትወካ(ኪ)እየ,Efetweka(ki) eye,Senden hoşlanıyorum,تم مجھے پسند ہو۔,"Tum mujhey pasand ho.
",
G057,DONT_WORRY,Don’t worry,keine Sorge,لا تقلق,La taqlaq / Mouch Mouchkila  / Mou Mschkil,Mos u shqetëso,,,,চিন্তার কিছু নেই,chintar kichhu nei ,Ne brini.,ne se valnuvajte / не се вълнувайте,,No et preocupis,,Nebojte se / Nedělejte si starosti,Ingen problem,فکر نکنین.,Fekar nakonin.,Maak je geen zorgen.,نگران نباشین,negaraan nabashin,Huwag kang magalala,Ei huolta.,Ne vous inquiétez pas   ,Μην ανησυχείς,Mín anisihís,Ne aggodjon,,Non preoccuparti,걱정 마세요,,Mitala neke.,نيگه ران مه به ,Nebijokite,Не се секирај (Ne se sekiraj),,N:Ingen fare,تشویش مه کوه   , tashwish ma kawa,Nie martw się.,Não se preocupe,Nu vă îngrijorați,Не волнуйтесь,,Nebojte sa / Nerobte si starosti,Brez skrbi.,Wal Wal ,No se preocupe,,Ingen fara ,நான் ஒரு சந்திப்பு விரும்புகிறேன்.,Nāṉ oru cantippu virumpukiṟēṉ.,አይትሸገር/አይትጨነቕ,Aytisheger/Ayticheneq,Boşver / Üzülme,فکر نا کریں,Fikr na karein,
G058,NEED_APPOINTMENT,I would like an appointment.,Ich hätte gerne einen Termin.,انا بحاجة لتحديد موعد,Ana bihaja ila maw'ed,Dua një takim,,,,আমার এপয়েন্টমেন্ট লাগবে,amar appointment lagbe,Trebam termin za...,Iskam da zapazya chas / Искам да запазя час.,,M'agradaria una cita,,"Rád bych si dal schůzku / Potřebuji se sejít""",Jeg har brug for at booke en tid:,میخواهم یک ترمین/قرار بگیرم,mekhwaham yak termin/qarar begiram.,Ik will graag een afspraak maken.,میخوام یک قرار بگیرم,mikham ye gharar begiram,Nais kong makipag-usap/makipag-ugnayan sa (name of office or bureau)                                 /                                   Nais kong makipag-usap/makipag-ugnayan kay (person's name),Haluaisin tehdä ajanvarauksen.,Je voudrais prendre un rendez-vous,Χρειάζομαι ένα ραντεβού,Hriázome éna randevú,Szeretnék egy időpontot kérni,,Vorrei un appuntamento,약속을 원합니다,,Civan hewce ye,ده مه وى مۆعيدێك وه رگرم,Aš norėčiau susitikimo,Треба да закажам____ (Treba da zakazham____),,jeg trenger en time,زه د ملاقات وخت غواړم,Ze de Molaqat Wakht Ghwarom,Chciałbym sie umówić na spotkanie.,Preciso marcar uma consulta,Am nevoie de o programare,Я бы хотел(а) записаться на приём к врачу,,Rád by som sa stretol ,želim sestanek,Balan ,Necesito una cita/turno.,,Jag behöver boka en tid ,எங்கே அறை எண் ____ உள்ளது?,Eṅkē aṟai eṇ ____ uḷḷatu?,ቖጸራ ምደለኹ ነይረ፧,Kotsera mideleku neyre,Randevu gerekiyor,مجھے اپائینڈمنٹ/ملاقات کا وقت چاہیئے۔,Mujhey appointment/mulaqat ka waqt chahiey,
G059,ROOM_NUMBER_N_LOCATION_Q,Where is room number ____?,Wo ist das Zimmer Nummer ___?,اين الغرفة رقم......,wyna raqm elghourfa,Ku është dhoma numër ___?,,,,রুম নাম্বার ... টা কোনদিকে?,room number ... ta kondike?,Gdje (gde) je soba broj ___?,Kude e staya nomer..../ Къде е стая номер...,,On és l´habitació número...?,,Kde je pokoj číslo?,Hvor er værelse nummer___,اتاق نمبر ـــــــ کجاست؟,Otaaq nambare ____ kojast?,Waar is kamer nummer__?,"اتاق شماره ---کجاست؟ 

",otaghe shomareye ....kojast?,Nasaan ang silid bilang _?          /           Nasaan ang room # _?,Missä on huone numero__?,Où est la chambre numéro... ?,Πού είναι το δωμάτιο __;,Pu ine to domátio ___?,Hol van a ...-es szoba?,,Dov'è la stanza numero ____ ?,......호 어디에 있어요?,,Odeya bi .... nûmerê li ku ye?,ژوری ژماره ...له کویه؟,Kur yra kambarys numeris ___?,Каде е соба број___? (Kade e soba broj___?),,Hvilket nummer på rummet?,کوټه/خونه شمیره ... چیرته ده؟,Kota/ Khona Shmera Cherta Dai?,Gdzie jest pokój numer_____?,Onde fica a sala/o quarto número ___?,Unde este camera cu numărul...?,Где находится комната номер _____?,,Kde je izba číslo? ,Kje je soba...?,Qolka ,¿Dónde está la habitación número...?,,Vilket rumsnummer?  ,எங்கே பதிவு மையமாக உள்ளது?,Eṅkē pativu maiyamāka uḷḷatu?,ቑጽሪ ገዛ __ አበይ ኢዩ፧,qutsri geza __ abey eyu?,______ Numaralı oda nerede?,کمرہ نمبر.... کہاں ہے۔,Kamra number ... kahan hai?,
G060,REGISTRATION_CENTRE_LOCATION_Q,Where is the registration centre?,Wo ist die Erstaufnahmestelle?,اين مركز الاستقبال\ التسجيل؟,wain markaz eltassjil,Ku është qendra e regjistrimit?,,,,রেজিস্ট্রেশন সেন্টারটা কোথায়? ,Registration center ta kothay?,Gdje (gde) je centar za registraciju?,Kude e centarat za registratsiya? / Къде е центърът за регистрация?,,On és el centre de registre?,,Kde je registrační centrum?,Hvor kan jeg blive registreret,مرکز ثبت کجاست؟,Markaze sabt kojast?,Waar is het registratiekantoor?, مرکز ثبت کجاست؟,markaze sabt kojast?,Saan ang registration centre?,Missä on rekisteröitymiskeskus?,Où est le centre d'enregistrement?,Πού βρίσκεται το κέντρο απογραφής/μητρώου;,Pu vriskete to kèntro apografis/mitròu?,Hol van a Regisztrációs Központ?,,Dov'è il centro di registrazione?,,,Navenda serlêdanê li ku ye?,سه نته ری ناو ته سجیل کردن له کویه؟,Kur yra registracijos centras?,Каде е центарот за регистрација? (Kade e centarot za registracija?),,Hvor kan jeg registrere meg?,د ثبت کوټه/خونه چیرته ده؟,De Sabt Kota/ Khona Cherta Dai?,Gdzie jest rejestracja?,Onde fica o centro de registos?,Unde este centrul de înregistrare?,Где находится центр регистрации?,,Kde je registračné centrum? ,Kje je center za registracijo?,Wa Halkee Diwaan Gelinta ,¿Dónde está el Centro de Inscripción / Registro Civil / Registro de Extranjeros?,,Var kan jag registrera mig? ,நீங்கள் காத்திருக்க வேண்டும்,Nīṅkaḷ kāttirukka vēṇṭum,መመዝገቢ ቦታ አበይ ኢዩ፧,Memezgebi bota abey eyu?,Kayıt merkezi nerede?,رجسٹریشن سنٹر کہاں ہے؟,Registration centre kahan hai?,
G061,MUST_WAIT,You have to wait,Sie müssen warten,عليكم ان تنتظروا,Yatawajab A'alaykoum alintizar,Duhet të prisni,,,,আপনাকে / তোমাকে একটু অপেক্ষা করতে হবে ,apnake / tomake ektu opekkha korte hobe,Morate (pl) / moraš (sg) čekati. (Morate/moraš da sačekaš.),molya izchakayte / моля изчакайте,,Tens que esperar,,Musíte počkat,Du skal vente,باید صبر کنید.,baayad sabr koned.,Je moet wachten / jullie moeten wachten.,باید صبر(کنی) کنید,bayad sabr koni/konid,Kailangan mong maghintay,Teidän täytyy odottaa.,Vous devez attendre / Il faut que vous attendiez,Πρέπει να περιμένετε [pl]/ πρέπει να περιμένεις,Prépi na periménete [pl]/ Prépi na periménis,Kérem várjon,,Deve/devi aspettare ,기다리셔야 합니다.,,Tu mecburî bisekinî,پیویسته چاوه ریبکه یت,Jums reikia palaukti,Мора да почекате (Mora da pochekate),,Du må vente,باید منتطر شې     ,bayad muntazer shay,musisz poczekać,Precisa de esperar,Trebuie să așteptați,Вы должны / Ты должен /Ты должна подождать,,Musíte počkať,Počakati morate.,Waa In aad sugtaa,Debe esperar,,Du måste vänta ,எத்தனை காலம் நாங்கள் இங்கே காத்திருக்க வேண்டும்?,ettaṉai kālam nāṅkaḷ iṅkē kāttirukka vēṇṭum?,ክትጽበ አለካ,Kit'Tsibe aleka,Bekle / Beklemen lazım,آپ کو انتظار کرنا پڑے گا۔,Aap ko intezar karna paray ga.,
G062,WAITING_TIME_DURATION_Q,How long do we have to wait here?,Wie lange müssen wir hier warten?,كم يتوجب علينا الإنتظار هنا؟,Kam yatawajab Aalayna al'intizar houna?,Sa kohë duhet të presim këtu?,,,,আমাদের এখানে কতক্ষণ অপেক্ষা করতে হবে?,amader ekhane kotokkhon opekkha korte hobe,Koliko dugo moramo ovdje čekati? / Koliko dugo moramo ovde da čekamo?,kolko vreme triabva da chakame tuk? / Колко време трябва да чакаме тук?,,Quanta estona tenim que esperar aquí?,,Jak dlouho tady musíme čekat?,Hvor længe skal vi vente her?,"برای چه مدت باید اینجا بمانیم؟
",Baraye chi moddat baayad injaa bemaanim?,Hoe lang moeten we hier wachten?,"برای چه مدّت باید اینجا بمونیم؟

",baraye che moddat bayad inja bemoonim?,Gaano kami katagal maghihintay?,"Kuinka pitkään 
meidän täytyy odottaa täällä?",Combien de temps faut-il attendre? / Combien de temps doit-on attendre ici ?,Πόσο πρέπει να περιμένουμε εδώ;,Póso prépi na periménume edó?,Meddig kell itt várnunk?,,Quanto tempo dobbiamo aspettare qui?,여기 얼마나 기다려야 합니까?,,Ciqasî em mecburin li vir bisekinin?,پیویسته بؤ ماوه ى چه ند لیره چاوه ریبکه ین,Kiek mums čia reikės laukti?,Колку долго треба да чекаме? (Kolku dolgo treba da chekame?),,Hvor lenge må vi vente her?,څومره انتظار باید وباسو     ,tsumra intizar bayad u-baasu,Jak długo musimy tu czekać?,Quanto tempo temos de esperar aqui?,Cât timp trebuie să așteptăm?,Как долго мы еще должны ждать?,,Ako dlho tu musíme čakať,Kako dolgo moramo čakati tukaj?,Ilaa meeqa ayaan sugnaa,¿Cuánto tiempo tenemos que esperar aquí?,,Hur länge måste vi vänta här? ,ஒரு நாள்,Oru nāḷ,ክንደይ ጊዜ ክንጽበ አለና፧,Kindey gizie kin'Tsibe alena?,Burada ne kadar bekleyeceğiz?,ہمیں یہاں اور کتنی دیر انتظار کرنا ہو گا؟,Humain yahan aur kitni der intezaar karna hoga?,
G063,1_DAY,one day,ein Tag,يوم,yawm wáhid,Një ditë,,,,এক দিন ,ek din,Jedan dan,edin den / един ден,,Un dia,,Jeden den,En dag,یک روز,yak roz,een dag,یکروز,yek rooz,Isang araw,yksi päivä,un jour,Μία μέρα,Μía mera,Egy napot.,,Un giorno,하루,,Rojek,یه ک رؤژ,Viena diena,Еден ден (Eden den),,En dag,یوه ورځ     ,yawa wraz,Dzień,Um dia,o zi,Один день,,Jeden deň,En dan,( 1 ) maalin,Un día,,En dag ,ஒரு மணி நேரம்,oru maṇi nēram,መዓልቲ 1 ሓደ,Me´alti hade,Bir gün,ایک دن,Ek din,
G064,1_HOUR,one hour,eine Stunde,ساعة,sá'a wáhda,Një orë,,,,এক ঘন্টা,ek ghonta,Sat vremena,edin chas / един час,,Una hora,,Jedna hodina,En time,یک ساعت,yek saa’at,een uur,یک ساعت,yek saa’at,Isang oras,yksi tunti,une heure,Μία ώρα,Μía óra,Egy órát.,,Un’ora,한 시간,,Saetek,یه ک سه عات,Viena valanda,Еден час (Eden chas),,En time,یو ساعت   ,yaw saa'at,Godzina,Uma hora,o oră,Один час,,Jedna hodina,Ena ura, (1 ) saacad / dersi,Una hora,,En timme ,ஒரு மாதம்,oru mātam,ሰዓት 1 ሓደ,"se-at hade
",Bir saat,ایک گھنٹہ,Ek ghanta,
G065,1_MONTH,one month,ein Monat,شهر,,Një muaj,,,,এক মাস,ēk māsh,Mjesec (mesec) dana,edin mesets / един месец,,Un mes,,,En måned,یک ماه,yak maah,een maand,یک ماه,Yek Mah,Isang buwan,yksi kuukausi,un mois,Ένας μήνας,Enas minas,Egy hónapot.,,Un mese,한 달,,mehek,يەك مانگ,Vienas mėnuo,Еден месец (Eden mesets),,En måned,یوه میاشت,Yawa Meyasht,(jeden) miesiąc,Um mês., o lună,Один месяц,,,En mesec,( 1 ) bil,Un mes,,En månad ,மிக விரைவில்,mika viraivil,ወርሒ 1 ሓደ,"weriti hade
",Bir ay,ایک مہینہ,Ek mahina,
